A,B
403029488568401420226502653254444732536642353254,19433
65762253998969793031451307344453982171157689269,19434
1056745827301530828650839115650333140973872574848,19435
347163329018204927721254273387415658281988201630,19436
568768042609813405332848742134029387104274141323,19437
433225679994481393209654546086982697553075853514,19438
754343942778476517030885249851898922822476794824,19439
767117392894293450914572842755853005278591409744,19440
335933150897945905851516600587889613388605322937,19441
732219394347673866717269337820969516879757426425,19442
245189206223244160827523296735086104577577742461,19443
791676026062468775859733234106721636256131467832,19444
1046906491485935368173553101153162114726364725286,19445
708988965087207755581077157605258875851181876512,19446
158818681051719472403916007349856706777552594995,19447
1453154194287558746675294843808052653759451778408,19448
845262719503725126358017494941457486958028183124,19449
653379286988738924414568178271263441603785913758,19450
134326344916348507952279514540111105121515006918,19451
1114227831055572774366269462957686712335469151922,19452
1428076941760396731496246835305863396452826600630,19453
426338921795097069832816808632740134587991120234,19454
1071263035675986955954592869054985505782917908544,19455
436897492304145476995426169145099432811831913865,19456
251410592036294489346090875932309021132221557980,19457
714211080738425098773578001581032082288837587695,19458
585054703563826870804305047524828079178682393159,19459
242246836248885166831975265320823943474512097350,19460
805464769874955882918387191391760742342808230809,19461
1419319228652668274601370895001150160058463831410,19462
937641728727427664117344807391503504277907522508,19463
629705769847877521939737914333147124317302833641,19464
626230900980774650383825444482369919651309663261,19465
686898482053460856319218380900884457053495918496,19466
1218504933865752752977442528777765289293401874105,19467
1272264939892518757685058037070665244543206098696,19468
986575040653487600542049026621124186917994559696,19469
1198804580146053239759513398766147207830859896194,19470
1043283827869893611302240553869481859373343161780,19471
1253580123001343215948967422485742106993064995165,19472
362958901186278561426859043250943095616335431958,19473
332157750107119090844385476962081227413855385457,19474
251251790878113099290105935502808646146457208489,19475
564899824911817383554450955685687607563018677018,19476
165334987287010180440890293143734007174806267168,19477
846588028101093423326642999784820542044682727002,19478
365987536828070766028083281098979262372261097377,19479
294565068213910918009150587193741265933705776429,19480
553271357421500278753406270684689625416993226423,19481
601840590717875869443454937034271369488616816172,19482
440983801528311451187666247486514302070789398416,19483
1378888396918123062365732412930386100282712823427,19484
1424737318797482887243941178337846946375267905899,19485
1239866999770954378612050095880667084419186475999,19486
372473386189233517522051902441850598757593488435,19487
301707691152281734995176568512436132751570274492,19488
100269963587216840851711701106079173326006808141,19489
312373893416040529503855071253827878855343213233,19490
356447863692924427263205574728242384118882210463,19491
616418301852875189539452619731747151149858969114,19492
827450816411706661564319500745999470865630167132,19493
1131558694043953190561683131638306509458709604353,19494
1373631878113845263021295847437298722875041547123,19495
183009572206527672390949716574134690677796287418,19496
75618237646223016726557344375020977946570062525,19497
842465389254242293383684935717818604704916034084,19498
38657167198421722262359861791099338157070509834,19499
327488279423155924429125357488051703353929361207,19500
206297613162873882442721042905618628448931342446,19501
206297613162873882442721042905618628448931342446,19501
114514651580010402693967486323879747542234235321,19502
1336157463455169632067184462968482357411705568247,19503
388638922631046503391324808326601110713593136596,19504
390996018564941101643624317888704183431807788214,19505
779221959796485664259768008924398047372563810187,19506
1219541127876595151816786682228954254110918656973,19507
585157479267721246011880565728156621027157795969,19508
1437190140914097476286991226364972690122988647522,19509
336634242729501045667184845131548305780652636706,19510
161518580383847565903058375175912250315860291283,19511
604217588986671301759751921999353572367737970775,19512
315020316921171017365474445208434311241514536840,19513
1174665600425226534488499323978006376460309069948,19514
119120265966109258691615081585305698657876596020,19515
262522484969462481200167464307009632659376540249,19516
542074298537548239887088967266263478474771218994,19517
814711999039777494175307278764908383749050830448,19518
525269188125957609676577239909654194056581197371,19519
193302271468514382375303619979853889900608159504,19520
485781392165315273751001417928192882013771489150,19521
1423025871995189104237050679389072323199598498992,19522
681975143783254636457035841223534727791886210441,19523
344871256627732573411774322263683577705390935769,19524
1020034461807466558753106814118434060599745747128,19525
1274729312840490586489356299462122095350623581047,19526
517107319355449798704207970742176507141595539960,19527
58826396258684471526666349207647005163604242824,19528
587221859846290498144786878832341955820213107090,19529
376868224647660720472359148763689605491560104044,19530
1201795210785647553545385270515969896193899313639,19531
1215795046087604858485342086574837146355004685272,19532
1345060677995991620382811703435882450879930467678,19533
532007638975693740583714678407908338679273451659,19534
590305936044523978898379906229389889612323278108,19535
1426138079813117632313947267237101757434781228164,19536
1340179752179934428756682927596981405050562212132,19537
1314297747381556455731278735716616883557977941425,19538
579589266068368789407995627490499563528594506282,19539
428496916699895553779505651938671411315336722682,19540
927006087433633461090919536299378358730905738293,19541
861745225666588691747951722619926714196600487433,19542
253850389625115354309419529873028088135018138981,19543
1060778964966296615164054295680786260634230635258,19544
36167092242632485519170195890740915480132952384,19545
1420453803305284339304697184758874712965198868682,19546
637281017175458386737730853835437860032851060408,19547
597087373835685672790110896926774720579416448743,19548
587220317878532955581125224458491721351206493520,19549
1042340212319590210294075902809062694745936562068,19550
127055520747340717415439899192673852462162900996,19551
593321057753844583314809027325302380077677102843,19552
192093063153233202844232444852933930452113743146,19553
1442323819784477537381052444364929526999288541888,19554
350843641472565604397861351750045201783893417129,19555
1172054769288512476224233645498995081217459810607,19556
160585756672127984570357704466901964440902851042,19557
699433492295638043011859395697080324478379069325,19558
899669889218979059331442980836362649000994158608,19559
884522061051115701246474750415878758659517342267,19560
1383774885801814603964140818150568737473962414599,19561
980532673178387707767064186903227322849182174575,19562
724274028089899541122093800588262768039355205068,19563
466437614912687592624790743301624923433811812799,19564
175471654110978625326192198892894171565973117378,19565
923077725327273917558155116309242988577653189626,19566
1211055822882860426110912612695556899643164736238,19567
680935902426863844475931403438579713710036321021,19568
124023698571065831261025817887630685462521204505,19569
629601727053150483924934986315781806558100898629,19570
78125415066378250712304928425018894393419142898,19571
719207712168561900185076619247937797657481217360,19572
1257247392695456196735676823136831523489982234412,19573
402888532270484462402798502525310217844465892997,19574
1377428756268360561501764741158027189347232340318,19575
268254449073976248374166866210231862092657912366,19576
1388947664609165235789435311830331218743470341159,19577
245904208820128668480294598444129678574868500277,19578
206488836757015276194434777423278171227236774411,19579
303674812759318462168762586923875509711855243765,19580
131458185949306742150058835791178987361844363727,19581
1399830741571194609674707188377109188724450123815,19582
314541652388502351072422202780435381364436823235,19583
1447357461797039104213668122454866593662756027331,19584
480780777004972694643924049252590617437907794351,19585
1017767583463633398371007218932733882425806695164,19586
896381494674617789745112547886241744815552516995,19587
497109920978004686349167361352716727637680137965,19588
1207798501699344935895792145712787779048088353582,19589
1037343033602201100929702358305292106579697834671,19590
976220843162982479969079341014549950939434324798,19591
120045996492491914507631226914756061853423614150,19592
594848149371119570060353085979447926756601144110,19593
222847867478386866329677015010663611242442672128,19594
355385265981666169036582215300418815134995753222,19595
236334707359947890822122313498036049128416318193,19596
169597379315335289874290784417369829136960242503,19597
1262080934816430710176856883748671128147389921051,19598
1078950685440705891083628273048266640871860107977,19599
178001784317783644744607320423449637316293584511,19600
883231147920946774682807716522929951684272449537,19601
883231147920946774682807716522929951684272449537,19601
1043956785913475426317852848940732487825935702240,19602
376403871784978090412986853422282222973523538635,19603
792629257349618498894368383551157589151838401603,19604
1377818286716839972721240466933103909273183762221,19605
534779291550337706888628085164163129248708049042,19606
699462862946787835049460298387130760700822618709,19607
1179883185531988085268396978366951114959615642630,19608
86169142527127766546001197049191919094584725590,19609
973144986779997913008180759606401300665861068875,19610
1264266663694402293761610432341473401535259317677,19611
990152655122736417799030805399276254354608991367,19612
1234765567018078219658459835961976121528990743596,19613
1432496651725809474630360389099129056623418317508,19614
1025441633029303715384843791963790273276185786761,19615
202596337254756749190966575697836906132823332254,19616
1003314277001003022716674510804264056922257450193,19617
929195205082704864597771425572017508277861409771,19618
948762353655411758860452258978857190898558660830,19619
931296445274225327446070443045730623802945457096,19620
1207090088491916995289719567867001201661510562366,19621
221721115727483485296170281232694878779863383346,19622
1022776933722008193900676676725807818864020303297,19623
1247932033130235314050615645104571566157562934574,19624
675134742530118365108508179537548152539924836326,19625
1325402538226199385994575137509536437006809338862,19626
1382696360997362872078703546278015356849556693713,19627
1023802246135480130430944064142340219416517694949,19628
1408597867396335901689257758631255574274448291308,19629
745937679712001218087425178860999209224073880395,19630
892339833884696595059664953553921886570345634855,19631
379569384197972495930244383628426156799708630079,19632
380070574746859929288631553441638021303617504157,19633
1451624992159305041764816292969476501341932703278,19634
373457286017721209647685643019586511969996845596,19635
1313775675867152224229695734850911631016044895896,19636
91771200939573651592863517589270011814599289101,19637
770136409342240393950516664802979737578609612519,19638
615124960529787637261763246839070769186294352365,19639
1160781615183993942484643003119229885282536796485,19640
5451998207477670629154751498086681471531592078,19641
1199186755982678069509182793858517456196981823038,19642
1367797854235906354574458063796004268205103408115,19643
805007243462494079954127000602952176376046300399,19644
352932876218874255113722860426417035756686096648,19645
1297338035254635091708767772311943988593419747285,19646
411829459505150773522610763862168915567783136654,19647
833359628685422523028982276288186557747687775161,19648
828078406300688203857864188735875529197996368032,19649
1020770946271557675554799568916070769885754804700,19650
948708184452024517188071764343329545125222000111,19651
126427485085053868970817086088089332972611764936,19652
1289774356684590316474558500906137687824742599716,19653
199154319730821104433716691563544362386618587175,19654
1166405686415684144097750136133364835048733428677,19655
477396818765619641354455775613269090834712023361,19656
937890429241909379149224608994569961629310404393,19657
898757902244151632560523673595889231284329061503,19658
1036309110945391562945734575695629550993611693718,19659
1436865626015163943309196375490773277732826349886,19660
373969140776902984946980689906552543677691323282,19661
1271433153706261451673123065798838480642184262847,19662
382721761708472180142506489385831308096767409359,19663
963894784846569826531467043873303762164878481403,19664
401946153978403539579499062329327914543087965280,19665
628005007174900243657530716849671090623991373315,19666
701224325937474422542142918132056409675733221997,19667
330486307681825398317246569789638723518692952474,19668
496230855486725324217872455406613104335551748221,19669
1453364495357691854160751004820255076699301277748,19670
613009586081242459520570253250922257425745659720,19671
1049667937825461682209313059093828041669460581927,19672
896039408501033321264044242126245217594526091724,19673
517906785423405954038663399539154808648051193098,19674
266780522773479152387995550588891641213814689745,19675
721024404228367501461445579090321962283568575080,19676
97308396598331306015864257077779919886713586208,19677
218080142502815548866071958281409165979717723545,19678
522664764716772135839834927512573458692216265205,19679
371427364630577871247039644602577628839742891284,19680
636791337002812852498614064147309914671917315113,19681
1053445536811889981234217523851745146081544353821,19682
544973633234591688949698370755685903438002908932,19683
1026249611099450305205822513685229600731977615545,19684
1048211092553571043019132184034411218811585169332,19685
868333531470877556168634810386669312832362018157,19686
1123909507848384902048502369629951016898067090623,19687
762274107853842101832750271313132877270534772736,19688
475859374440264117116335499460928832094387253815,19689
34716114017855335872190382562115838266139986048,19690
108061859964775495012953031421059396709080335733,19691
326544522674601111554205805548637547159843032584,19692
489186987778863855590498152507839098638902069642,19693
198065923522430294731910729630988781781941748880,19694
636266501195105794517133655431036631933494713195,19695
583110428286231163938365696192556598981080681116,19696
851160300377769908536724209763016633769771044967,19697
1003901163923937433312665390305756430229701802472,19698
154263550301265298663385716114808450373404583983,19699
299708337759034904970654625361366000643322074235,19700
127686588535203057927908342943604860628583984301,19701
127686588535203057927908342943604860628583984301,19701
646511439878782044477283045299539497205233966167,19702
471039204362980666278053606087516623454694525835,19703
798655472415890626354533815910704922866830180724,19704
1390258889139925983155088058392304479676002634613,19705
1267145066762468481164367781981461339701937053418,19706
1019236178021670918488147731124660211836336750526,19707
462662535114043401499605770971909277994362720417,19708
1045790081731131943582536422000279193453962342288,19709
492471621583089007882022170860675250640840319383,19710
340240597509130420297889486771155918674082424327,19711
244300643413648198982516099635801564549188685557,19712
1407537806018867460911433051498026736154788474775,19713
1307300989424818770629450890006998575356045744643,19714
1293423338311055276104062148562438302370461317060,19715
699438516897748123538430602352661423249575288831,19716
76262919538469247242559361893700737525575844951,19717
266842680947279968947439483904463149292748560430,19718
841174169787733595484921855818198768586726334040,19719
888315490042445200008932627000607488758658757932,19720
422693185717453422699593228832200550267788247310,19721
921230230391949010334925311531484762996519855653,19722
1362752903383153043226930758534519660455107344273,19723
879259470272409824196799143342349400317597114524,19724
1342345596087836367328696288382745738900474607707,19725
1216160139465969096049618234889581986432861191665,19726
999547175143327121717529399481744300263032883562,19727
420209823906174831776837867885604395476303737386,19728
410640354819920293614294285208598075052064499608,19729
568703972936153540688518489983653191056900260412,19730
683264608556141757628585674957017864050313356473,19731
1043119267752624001370442208770856532460521590350,19732
490276670653115388535100765430253329923632745543,19733
977759191232696262372784501466734953917681876711,19734
490131521222702080826619225086652852555425470262,19735
1448789002965135298135795196399902499292429122677,19736
338617656753236565396995846005591608586758836448,19737
1440447628338875028601083310612435433583932831825,19738
172468779349585895856220106708223833506847966781,19739
269572773921070224948685309325593411036494960705,19740
700941321420710274870057984227667416500568928239,19741
654735590071069620504384560849770346698253923334,19742
197400059789781216890002131671110315547069790484,19743
820046747246005666482568289549296076699696278875,19744
1217971580416830648248826540604629628538987324910,19745
878814170352232063849384929026234348641272509029,19746
1425094273146749642384178892283982417843313901654,19747
611551528134729748561272062357153586140382099981,19748
467509921182968208988299985988847037286959568825,19749
1259386717028858954764576693122250239376187916259,19750
677267640767659797521881572464171379535625465598,19751
45746277514364873198793171825776024024801251282,19752
355112809377633689857734648155036974191985721095,19753
1094217691550271824172342081913689724807308343224,19754
1452529115722973039753455779249865586987429615785,19755
661909292253368598730442056918034676704249204688,19756
444918099236500841480384747673809329047745324748,19757
1431955111174332499284866213703116495291347863300,19758
366697201164537063324078407032014051707936931076,19759
314904362327661731999976551200005463604032289645,19760
1010424529332530964169863756660451368159178335189,19761
339887725922216685226304868924391421011516331060,19762
1338972122754353974220752213458982311130977490780,19763
291476484180664281519331209650709842571416413797,19764
821579116908964165090034039712525140937440727377,19765
1451293826521194009877762194827685078429899936442,19766
925737757751238666614429435817819347770665901678,19767
620574729692018107419662502523706722575783822452,19768
1276261997373429732124394723810126303792342223805,19769
325544419135567034315797965793417237524189869877,19770
64315857427170359246135925619997211310023921311,19771
1384117624113007766863973647011213097654181061322,19772
561108340727181945444375355536199388497447984113,19773
398983672564412793258958935736972458198122151899,19774
538207806357253636581593503803201655334699846831,19775
286721721947637777662046659289508760499223636762,19776
321204944507582925053702047896615560417800822818,19777
1075554352246014260385440192290840470807166888940,19778
199675034571403821973125057024925004672568215595,19779
529879538008839901846763278010870451330149055903,19780
1053986163476345145317148146923660364732468722720,19781
683161159172956845302445556796319915073023092566,19782
1362285076650297893290776047786042133487776329617,19783
314336453043056033565927340349194251245091958722,19784
820731676375746139241417494476067524426835602397,19785
1037872975891993738758781177398613104401865908585,19786
632680436692978646113032921991369131308655568739,19787
1279471328819951313222783429727258981684046814665,19788
1101171350719448432927024984822081574331485433860,19789
1045425496088038659154666749312509570029707703513,19790
808746664078134847935439833198719222326186821684,19791
842951876489481776117240106944503479180155162935,19792
929336735265715160553515135406142354615875347682,19793
148553032215817425075925755188654034880654407769,19794
282808595395861828503355013927498955291092851535,19795
508393555529425571489356374811511826403607396919,19796
140703641276985458815182446791019669398206528343,19797
395265805272161506554999215789428519942663191717,19798
870035041871521633380224188929992737447942835313,19799
151487075159675867688383126107439504767374120240,19800
202648170327338872719458892101431718887146172200,19801
202648170327338872719458892101431718887146172200,19801
537241420148641087898638183230223384939809343006,19802
32054320324499841510630876332466771735975999343,19803
557163044549599043425220934674490387649162271546,19804
1344522144804410901368759022368336781880646546851,19805
731553738288078178723282240217557683596335936539,19806
465351271290091404701510165146668817469097678816,19807
83330672922321333620918673345924493580184183512,19808
1220754876698592581536047612596571484869675817130,19809
573742524587632443138106960515099631325249038147,19810
1198330059942050002029816622159954409491172972023,19811
966047629329231389476070908060991089924433350106,19812
283986492419884624587433551548701332344278701050,19813
1375600940389310763564846977167060489586189751477,19814
1305090274051545044977803580781739539161708475490,19815
1295187841245542419628143238579073510369886173500,19816
449454957793712220010564361297213665819671973995,19817
222918738943255903427089176769921820283976158470,19818
94577811145436042246414487135576227200020167007,19819
651141731536680497443699849489774521396909399674,19820
733947353930487385510157014188495834730300851375,19821
1133062830087110798941565577983118018430751851968,19822
1011521015662434976328937797743612140907763340391,19823
47871883236818089891877483529582647670109039106,19824
714961696064669241997535947890919978778839952368,19825
716219354645668437729639806014637958626603518973,19826
1227846466969626083763403795336730020220173360198,19827
1157969106694746776085622376994953824235891258073,19828
490406481531577036490176586578973005008543467822,19829
84962347173202535176390697286382938709908433058,19830
761771313605836780731786552276364607705333489265,19831
1357524478881144391223729359356618679062157038352,19832
1315067776349495234116382333091624882936222238234,19833
593366713589179392847208315393646291106475470282,19834
1016937837055985552674975738235180483537771468177,19835
959517049515354125876781530739532226225619825,19836
139710884660337186608477267607047929603716274509,19837
366960943562612782428549613827544035508295978095,19838
265440193796370027601790706400764241180889296059,19839
208668183775410944164612262567545309722252982598,19840
619597054667377867910070491282277385557486160617,19841
1164154004479520410052799181379981560071758880866,19842
207013476912269543971006962241222569505762170380,19843
77907786834555623584024256225393778659073732510,19844
12802216396144332892760560585081163988586499250,19845
877950604604287580537529962617291310186411096362,19846
422149547199824205933236611694107861515840713382,19847
144100997316386852628614088667545888705042210388,19848
253945435520229135795734716987096415063347070216,19849
1280890883146194187852865418480426659009259393865,19850
957451963428657164699082497722618263755244310467,19851
1165242128595581018189288016862386938408142589769,19852
1453977422131036573439701462250156468138544777860,19853
431176891929871337021139687082157381784789069474,19854
698983991820274793406232781445151092695279044085,19855
1092863536497941439147632317569522245233572545531,19856
450730603088212446721311670892358210978765102399,19857
912004689832469856886948237060995998223120610124,19858
466676376989804456363485141311369990357765942410,19859
930509195393571111043316072866543750972323280964,19860
15965260347818104002888000256468782646858465931,19861
407325758278325074795277630034864648092295270272,19862
73198220298881735221617657683671417072173533664,19863
1028855471699018173996412374046397727635007841009,19864
276772361911466144999826372879786459700385619615,19865
1412364929621695171008047920525588201315832552663,19866
31054445455208853528929544247688955036273846769,19867
241801053289000788181962278225377787318682420405,19868
1250418043253598551115685317785542742355608898078,19869
1077969485191269922585190735267214899433443609840,19870
1445138155298611431833245564133316180114841671265,19871
1040642556572095625510760704945788110751847528679,19872
854429247577552257830273960093797838929708884298,19873
1037531519959864110583249736090031785743766891956,19874
1223919631123366224162440290377814738307888592952,19875
532367417619425153145051203770038865540967358134,19876
1172634290187297493607656966343934556963140463913,19877
184954546380016630598241586431161078169057943092,19878
1089235611164093231693050516018301220579787216450,19879
904669760746739375670753322564266183158173211306,19880
884867268803264474976570569311461561242525187968,19881
1013022670736083521843546845141887886214649020436,19882
254793684320704406906873087648163372314269246861,19883
811955339949632190014975309763163144923398982686,19884
1190911886882597050942800288772789175056600105596,19885
879927050126734047152919557627815367509653020041,19886
893003005747708100167153812413466477862873300969,19887
452621041483044378410766597210490639495690785001,19888
1026029446344235274376989861966608950450055118143,19889
1365973862510320844232967773672829081069278262735,19890
1114012506348680062138876656119394448054932665031,19891
866680153903549313724638249846953685663815481555,19892
1460262991688970060810766428637532815451819738369,19893
1273411226479263065516470898775637734087339727971,19894
431794702837983224347293298950472525699923914759,19895
536838708249677359443451899017244292746690301562,19896
1246861146564908529544899991507564356707213433906,19897
355343595020898719741534498519812335709223746280,19898
378188578961908286572143962181089423308415024554,19899
760588960600867663227350680730593328565883208154,19900
151635973062570380305235587504960112259205366717,19901
151635973062570380305235587504960112259205366717,19901
373393375286767029805704894174877204072839559135,19902
380339549061541383255626378492039831256335338706,19903
229432530965880771064275386734120978701568314904,19904
772034124807098902401331035591081696653161571893,19905
1354176950754458171950304626407324371080561865216,19906
1447357633754523559026785484335775620365187378034,19907
293283505737784825693030547667030135717054037486,19908
607486641820430845430832408525478977417589322563,19909
85945848883260359160520479715290354782199985350,19910
192114663844079440207260693024733176431148181520,19911
1398669185936675765147380540586304260154962573904,19912
1285849241323086058828126155298334927638553190326,19913
1334485279498637175015099551124239629159477197006,19914
749236004990035838346033452505565667147830994292,19915
1374353288207583673629414641729326786573385122574,19916
509297912951847872910745662466805268976975660259,19917
758309524686328250938122822231497610709724590735,19918
1113171267093664238515325487708155380778278281017,19919
1076439721575639627710568659550917060048460452173,19920
116985805625247768408804511986654027726517562547,19921
593295969050897982645781134287554515857960693713,19922
1266896678531224235965821779696358704151629427232,19923
603541732200033051429222136278847413889953602779,19924
793113705543475101130510640447795745021769749705,19925
341869473189222134626503730747064113698955320788,19926
867835443965540049434977732933799510264996117469,19927
530665530354447594574732824932463869743299992192,19928
642157671499326735857494310501321250912948422165,19929
980039171473607826052529123248237125356485635166,19930
836558377128168139843772389294874078070535724562,19931
1355285910255458688285108487911830607120792569131,19932
82852125910317020127397795225191128635128514323,19933
267561396792412621847897981249560882083015839054,19934
700565957857239763209275754739184536410762465021,19935
1324798766874097143870496100076486268092773361737,19936
1047103026233627224255374906940482990804885773711,19937
216880708271739231575622209952783807429722767932,19938
644460099962041157600222364624605532749012871577,19939
1006801146619285930812260070381862021072417050056,19940
908677666212445882953002644356676235851902071008,19941
1403080083882996483355238639702376078939194399050,19942
133380690339275474039209523661709448613274023649,19943
1435710336117356942141579978704704805006785449360,19944
877620142535139859456137418765378830966868733442,19945
373891741889032950066019164926599041895740745751,19946
587709536329528050347208496229078404164104850140,19947
610545041642060371377671148820366796312803516204,19948
655767564651012195204991671181046603229555186966,19949
635900237874057756350430994274116098969925121397,19950
36795026286042258614597540153563307456331125366,19951
776134125789149817258668556630111570186641758928,19952
1225657635996615920271409093466518662670477253505,19953
1381408404891306900147774692643091950008654767932,19954
185982895480303844608938075851147888243471104514,19955
334467771175572589698617060440139506860290212131,19956
1324724613265928335507929314832865045853544899303,19957
1074793911535663553683218528571434539069848859987,19958
575447729126028059991309894475779748331725117391,19959
8313791407136763034374275979471453699554193788,19960
1443165974499432314552071802674598536223783865734,19961
318845306255201726937585106970518015752236634847,19962
1373924937602178992578344973269912945592031231392,19963
1283956262606234924992350010072368522193402644850,19964
622301876794049673299309905522085697445417963738,19965
1319201013738446502259960595279445581193590942503,19966
757559191388435936233274332076715599341612422581,19967
778313800014724823775552588041528281740284603086,19968
466613693488961171375162663291674995384150295592,19969
949840543815193732905413536099604799124103389653,19970
1311108622917405576351271843467891832430737630578,19971
1050915658382399555076337762245115256436935003705,19972
207901642073175867658524545052662160798522660768,19973
900055139981903483142007250584996920484609798320,19974
306254517591399827620303136695991203795938433932,19975
521520576969052969287862268406305942620877326309,19976
816962312162584330037404532327936827493117666577,19977
57389299371218052045362797220858927713258621963,19978
1344069008690292434882651395385768696682193576372,19979
137324687425531586402775199188452169624238470460,19980
793492381686566215932986063011654057059925596752,19981
950020000910820192140930512280411636192324008874,19982
128792640083075957759288424570696984342428458584,19983
939323720406251390689731689973955193025908436840,19984
1099838541916799872353921864766746299846451735009,19985
1186105024263911251104235868308154079318086591618,19986
607112877455859537306347271396485768906163574153,19987
422761048517614190316865515642671357249008676278,19988
159699467684208415867286402269356164838165095911,19989
1201505921603109499816531095495154969748411096318,19990
1178022824953947056016041543955335558210826446042,19991
132333128557212121392108235172187250402455281735,19992
577612429130169626368473439822869135357555549457,19993
1073961372031648589374373781645732173617409280698,19994
240342533796188277357117842514355118114481026383,19995
845113006774354202039501128833460463085706530476,19996
1192772046023341474119507190473715405432018634864,19997
1335176747503605734210507204995404864458324878300,19998
813986297989656035904561906407997085312707934791,19999
277060873381440201610377874719466957874380361166,20000
608410950686958149811775833719417084244017381751,20001
608410950686958149811775833719417084244017381751,20001
388081371510769213085978428235964689713896518810,20002
1003757635079700793906423133998112968010772935388,20003
243648050906521479847606132541739405139502768485,20004
561554843110611832640440975225688805483204880496,20005
511077957352868089583518019033557353893097628719,20006
676757507223093203558733029187736123010801446760,20007
1336733371333786788020643560518823651299943229575,20008
1174304692670054727039079544240173930623525921431,20009
1019918577057569643025709340936995246716257299087,20010
325793069780120701599221906906458184843562735115,20011
262744617289679031837867359757294132471245533036,20012
913510395008395214685720883186288536572212939465,20013
1269244844740273233501488475580488192591481829283,20014
1413230538674010531181511505873616373645342548453,20015
1446809685673194026783790981992466156303981264851,20016
1391271714406225062142453673304865640080081808905,20017
625642286158585332102302975220394623629376283681,20018
1371911331643194221877854530014226748422399081305,20019
541691673035846204407523827760042292295990168749,20020
958967053902363078083525981870086245627895854992,20021
193889927352342187040084655093179394164614640711,20022
882769456219783071567424264014676784677287267320,20023
68574429884123979206764560094730461231731080248,20024
846280470339518094026078617586318230260326456477,20025
1145093133664557656705255798081876989510326381557,20026
472589669499351106404269788933468684159890307917,20027
1275065623898662469485319828122672485520920479357,20028
617640708671186146662094332799165127470172674222,20029
1213314514222595307959090884990230822275357108179,20030
167806602321439760346506257583470578701256499355,20031
679364047530223746101804264466930199363876710169,20032
183920349369648366625159511308145981430087835393,20033
1382297235996479545768742247406939004180542747478,20034
771773950792351109952463190004985060602880087141,20035
645602726075576766390898524485233565934722659644,20036
1153988776022110662973014691045935976944924609737,20037
1294832368499641112983790818231763931014973424363,20038
702937425659895432492201316694249186018550596933,20039
358042936712783222198769677155558906303219486496,20040
1108274859676803414508993754619128895831005223776,20041
646702199658128993419647175746868574198578021474,20042
642332822452728649887170816455973716042356627743,20043
872567938747585541133738269724551481899001857169,20044
998252980716923901741511565918832545775878177798,20045
205265392469156358789017279030225646178274468610,20046
1404376818586474506505952484787948687427297112463,20047
236287839597034604754928563534458411338999412255,20048
294418755616778515062511845415993408681075579701,20049
23871422832121766967400209361494255680062190122,20050
115195828631264067952199563770824956133100149603,20051
726432427628789065657868881338353826735930376563,20052
529766570170393916716628494732907694096940914763,20053
647449395495895525351288662258795494384916829614,20054
1100799950619490293172513524907340953012104455669,20055
687798577882729994656611011183396523635980985282,20056
25177275117736795427842356932981014446646711878,20057
941722004878194296658593949156086418942758939156,20058
1175786581797904321336519588423913031093149423870,20059
882334027398697317811123435096469403070391571253,20060
331393694061371544751652322352843908202785682450,20061
1116208526902045402960062545549857020912177153754,20062
853672928854806433337909010473821007029619973292,20063
317977869680308021471170000374439516650825610901,20064
1033555425543513759665967559306203382683892318587,20065
1262764545382511792720132811872773966150065371694,20066
974456891925464282087644513259314945423935266555,20067
1313134818255792186655607505348795383098988999517,20068
628731357925432407476610939872108980831802124965,20069
1219258943760186695456268255027971960386840391068,20070
983915636145640681401500363859112060440601136946,20071
1381546934670384908380202236612767626963240228528,20072
831657158523618159765498144721471666439491028389,20073
1373667500543827855530721106305673385877302050923,20074
1415418818336556781322443887175587730925546670056,20075
615541720516799130399716196546012771247380499690,20076
1155805393450438935908278638625107394657949053199,20077
21389546997690817711161965675540476213000952585,20078
958014640564792159437319644359410205362778547509,20079
610366610429648381779302013700443810089891811791,20080
929448512461183801060894808253878707302948002439,20081
1200701867299110045127208469751946222257314076075,20082
523265076222285851192505520645270324944246969041,20083
222349417673818267321678114543223678821054123399,20084
161531464454526953040472127192957504450904313321,20085
497039617090211349312204751237943557031874078406,20086
604233536501894672451579193863729485980389128598,20087
1384004965968783823554261893137197631359348545263,20088
1337957737555818384856807590978652237712640590026,20089
319894880992014779061787976994699869326400276526,20090
937166038207943410877399504268378613338175170977,20091
948279958472291294565325424896705356107596147714,20092
852496169623640506699519334145164385871302049572,20093
797253356361543151485318533663545752440603155332,20094
137383025589536189063226646708585488055799642411,20095
586782417409101445995991789398194951321656173904,20096
414885053928298457464862503824366431536869434272,20097
119406483393736741112456556538435699444025447072,20098
573452303856857578054263149669954011315981815323,20099
763768663414951876469042841508708663759207694353,20100
1180409609852721094275962993075989769169134118320,20101
1180409609852721094275962993075989769169134118320,20101
846842482100807100639405980392853986390101903861,20102
748142457592748125933696389270423254957030037968,20103
1442426986083303758386083434989203396972947312256,20104
340756459756729178132264346228042945916864460580,20105
1426176559295667411592545486438335361776198149282,20106
731078519340261633045057769564577466196705243011,20107
615957423020867881686660543357427057980006345803,20108
1242307755307436745266366536067219413516527991429,20109
1396754103557700728735726287509687099606483779164,20110
493999330177171512572826095993478193009561197332,20111
1275011879468243240027429682123583165994223212021,20112
1374335907951720495979862652321869847866079170727,20113
